Hour,Month,Weekend,Holiday,Promotion,Reservations,Year,Day,DayOfYear,WeekOfYear,Lag_1_Day,Lag_7_Days,Rolling_7,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,Weather_Rainy,Weather_Sunny
15,3,0,0,0,53,2023,21,80,12,5.0,7.0,3.7142857142857144,False,False,False,False,True,False,False,True
16,3,0,0,0,53,2023,21,80,12,5.0,0.0,3.4285714285714284,False,False,False,False,True,False,False,True
17,3,0,0,0,53,2023,21,80,12,6.0,7.0,6.857142857142857,False,False,False,False,True,False,False,True
18,3,0,0,0,53,2023,21,80,12,7.0,10.0,10.0,False,False,False,False,True,False,False,True
19,3,0,0,0,53,2023,21,80,12,12.0,17.0,11.857142857142858,False,False,False,False,True,False,False,True
20,3,0,0,0,53,2023,21,80,12,11.0,7.0,13.857142857142858,False,False,False,False,True,False,False,True
21,3,0,0,0,53,2023,21,80,12,17.0,13.0,9.857142857142858,False,False,False,False,True,False,False,True
22,3,0,0,0,53,2023,21,80,12,2.0,3.0,4.428571428571429,False,False,False,False,True,False,False,True
11,3,0,0,0,67,2023,22,81,12,8.0,8.0,7.142857142857143,False,False,False,False,False,True,False,False
12,3,0,0,0,67,2023,22,81,12,6.0,7.0,9.142857142857142,False,False,False,False,False,True,False,False
13,3,0,0,0,67,2023,22,81,12,16.0,5.0,12.857142857142858,False,False,False,False,False,True,False,False
14,3,0,0,0,67,2023,22,81,12,8.0,5.0,5.571428571428571,False,False,False,False,False,True,False,False
15,3,0,0,0,67,2023,22,81,12,0.0,7.0,3.7142857142857144,False,False,False,False,False,True,False,False
16,3,0,0,0,67,2023,22,81,12,0.0,5.0,3.4285714285714284,False,False,False,False,False,True,False,False
17,3,0,0,0,67,2023,22,81,12,10.0,8.0,7.142857142857143,False,False,False,False,False,True,False,False
18,3,0,0,0,67,2023,22,81,12,13.0,6.0,10.0,False,False,False,False,False,True,False,False
19,3,0,0,0,67,2023,22,81,12,14.0,15.0,12.285714285714286,False,False,False,False,False,True,False,False
20,3,0,0,0,67,2023,22,81,12,11.0,14.0,13.571428571428571,False,False,False,False,False,True,False,False
21,3,0,0,0,67,2023,22,81,12,8.0,4.0,11.428571428571429,False,False,False,False,False,True,False,False
22,3,0,0,0,67,2023,22,81,12,6.0,2.0,4.142857142857143,False,False,False,False,False,True,False,False
11,3,0,0,0,23,2023,23,82,12,4.0,4.0,7.0,False,False,False,True,False,False,False,True
12,3,0,0,0,23,2023,23,82,12,5.0,3.0,9.142857142857142,False,False,False,True,False,False,False,True
13,3,0,0,0,23,2023,23,82,12,13.0,7.0,13.714285714285714,False,False,False,True,False,False,False,True
14,3,0,0,0,23,2023,23,82,12,8.0,0.0,7.428571428571429,False,False,False,True,False,False,False,True
15,3,0,0,0,23,2023,23,82,12,7.0,5.0,3.2857142857142856,False,False,False,True,False,False,False,True
16,3,0,0,0,23,2023,23,82,12,5.0,6.0,4.142857142857143,False,False,False,True,False,False,False,True
17,3,0,0,0,23,2023,23,82,12,10.0,0.0,7.142857142857143,False,False,False,True,False,False,False,True
18,3,0,0,0,23,2023,23,82,12,6.0,5.0,11.142857142857142,False,False,False,True,False,False,False,True
19,3,0,0,0,23,2023,23,82,12,18.0,5.0,14.285714285714286,False,False,False,True,False,False,False,True
20,3,0,0,0,23,2023,23,82,12,12.0,8.0,14.0,False,False,False,True,False,False,False,True
21,3,0,0,0,23,2023,23,82,12,15.0,7.0,11.285714285714286,False,False,False,True,False,False,False,True
22,3,0,0,0,23,2023,23,82,12,0.0,5.0,4.428571428571429,False,False,False,True,False,False,False,True
11,3,1,0,0,61,2023,24,83,12,3.0,6.0,6.285714285714286,False,False,False,False,False,False,False,False
12,3,1,0,0,61,2023,24,83,12,3.0,13.0,9.857142857142858,False,False,False,False,False,False,False,False
13,3,1,0,0,61,2023,24,83,12,13.0,12.0,14.142857142857142,False,False,False,False,False,False,False,False
14,3,1,0,0,61,2023,24,83,12,13.0,7.0,9.857142857142858,False,False,False,False,False,False,False,False
15,3,1,0,0,61,2023,24,83,12,2.0,0.0,4.142857142857143,False,False,False,False,False,False,False,False
16,3,1,0,0,61,2023,24,83,12,11.0,1.0,4.285714285714286,False,False,False,False,False,False,False,False
17,3,1,0,0,61,2023,24,83,12,0.0,12.0,6.571428571428571,False,False,False,False,False,False,False,False
18,3,1,0,0,61,2023,24,83,12,13.0,8.0,11.428571428571429,False,False,False,False,False,False,False,False
19,3,1,0,0,61,2023,24,83,12,19.0,13.0,15.571428571428571,False,False,False,False,False,False,False,False
20,3,1,0,0,61,2023,24,83,12,11.0,17.0,14.0,False,False,False,False,False,False,False,False
21,3,1,0,0,61,2023,24,83,12,6.0,10.0,12.142857142857142,False,False,False,False,False,False,False,False
22,3,1,0,0,61,2023,24,83,12,7.0,6.0,4.0,False,False,False,False,False,False,False,False
11,3,1,0,0,28,2023,25,84,12,1.0,6.0,5.428571428571429,False,True,False,False,False,False,True,False
12,3,1,0,0,28,2023,25,84,12,18.0,18.0,7.714285714285714,False,True,False,False,False,False,True,False
13,3,1,0,0,28,2023,25,84,12,15.0,18.0,13.285714285714286,False,True,False,False,False,False,True,False
14,3,1,0,0,28,2023,25,84,12,24.0,13.0,9.714285714285714,False,True,False,False,False,False,True,False
15,3,1,0,0,28,2023,25,84,12,6.0,9.0,4.285714285714286,False,True,False,False,False,False,True,False
16,3,1,0,0,28,2023,25,84,12,2.0,7.0,3.5714285714285716,False,True,False,False,False,False,True,False
17,3,1,0,0,28,2023,25,84,12,8.0,12.0,6.428571428571429,False,True,False,False,False,False,True,False
18,3,1,0,0,28,2023,25,84,12,10.0,20.0,10.0,False,True,False,False,False,False,True,False
19,3,1,0,0,28,2023,25,84,12,22.0,21.0,14.428571428571429,False,True,False,False,False,False,True,False
20,3,1,0,0,28,2023,25,84,12,17.0,21.0,13.285714285714286,False,True,False,False,False,False,True,False
21,3,1,0,0,28,2023,25,84,12,16.0,11.0,12.0,False,True,False,False,False,False,True,False
22,3,1,0,0,28,2023,25,84,12,3.0,10.0,2.5714285714285716,False,True,False,False,False,False,True,False
11,3,0,0,0,58,2023,26,85,12,0.0,9.0,4.285714285714286,False,False,True,False,False,False,False,False
12,3,0,0,0,58,2023,26,85,12,3.0,12.0,6.0,False,False,True,False,False,False,False,False
13,3,0,0,0,58,2023,26,85,12,12.0,8.0,13.428571428571429,False,False,True,False,False,False,False,False
14,3,0,0,0,58,2023,26,85,12,12.0,0.0,11.0,False,False,True,False,False,False,False,False
15,3,0,0,0,58,2023,26,85,12,10.0,0.0,4.571428571428571,False,False,True,False,False,False,False,False
16,3,0,0,0,58,2023,26,85,12,2.0,0.0,4.714285714285714,False,False,True,False,False,False,False,False
17,3,0,0,0,58,2023,26,85,12,11.0,0.0,8.142857142857142,False,False,True,False,False,False,False,False
18,3,0,0,0,58,2023,26,85,12,10.0,11.0,10.571428571428571,False,False,True,False,False,False,False,False
19,3,0,0,0,58,2023,26,85,12,13.0,3.0,15.857142857142858,False,False,True,False,False,False,False,False
20,3,0,0,0,58,2023,26,85,12,16.0,15.0,11.428571428571429,False,False,True,False,False,False,False,False
21,3,0,0,0,58,2023,26,85,12,10.0,12.0,10.857142857142858,False,False,True,False,False,False,False,False
22,3,0,0,0,58,2023,26,85,12,0.0,0.0,2.857142857142857,False,False,True,False,False,False,False,False
11,3,0,0,1,25,2023,27,86,13,1.0,13.0,3.4285714285714284,True,False,False,False,False,False,False,False
12,3,0,0,1,25,2023,27,86,13,0.0,7.0,6.142857142857143,True,False,False,False,False,False,False,False
13,3,0,0,1,25,2023,27,86,13,9.0,16.0,13.428571428571429,True,False,False,False,False,False,False,False
14,3,0,0,1,25,2023,27,86,13,9.0,3.0,10.571428571428571,True,False,False,False,False,False,False,False
15,3,0,0,1,25,2023,27,86,13,2.0,5.0,5.142857142857143,True,False,False,False,False,False,False,False
16,3,0,0,1,25,2023,27,86,13,8.0,5.0,4.0,True,False,False,False,False,False,False,False
17,3,0,0,1,25,2023,27,86,13,12.0,6.0,8.142857142857142,True,False,False,False,False,False,False,False
18,3,0,0,1,25,2023,27,86,13,15.0,7.0,10.571428571428571,True,False,False,False,False,False,False,False
19,3,0,0,1,25,2023,27,86,13,13.0,12.0,15.571428571428571,True,False,False,False,False,False,False,False
20,3,0,0,1,25,2023,27,86,13,2.0,11.0,12.428571428571429,True,False,False,False,False,False,False,False
21,3,0,0,1,25,2023,27,86,13,4.0,17.0,9.428571428571429,True,False,False,False,False,False,False,False
22,3,0,0,1,25,2023,27,86,13,2.0,2.0,3.2857142857142856,True,False,False,False,False,False,False,False
11,3,0,0,0,83,2023,28,87,13,7.0,8.0,2.2857142857142856,False,False,False,False,True,False,True,False
12,3,0,0,0,83,2023,28,87,13,8.0,6.0,5.571428571428571,False,False,False,False,True,False,True,False
13,3,0,0,0,83,2023,28,87,13,16.0,16.0,12.0,False,False,False,False,True,False,True,False
14,3,0,0,0,83,2023,28,87,13,0.0,8.0,10.571428571428571,False,False,False,False,True,False,True,False
15,3,0,0,0,83,2023,28,87,13,9.0,0.0,5.142857142857143,False,False,False,False,True,False,True,False
16,3,0,0,0,83,2023,28,87,13,0.0,0.0,4.0,False,False,False,False,True,False,True,False
17,3,0,0,0,83,2023,28,87,13,6.0,10.0,6.714285714285714,False,False,False,False,True,False,True,False
18,3,0,0,0,83,2023,28,87,13,7.0,13.0,9.714285714285714,False,False,False,False,True,False,True,False
19,3,0,0,0,83,2023,28,87,13,10.0,14.0,16.0,False,False,False,False,True,False,True,False
20,3,0,0,0,83,2023,28,87,13,18.0,11.0,11.142857142857142,False,False,False,False,True,False,True,False
21,3,0,0,0,83,2023,28,87,13,7.0,8.0,8.285714285714286,False,False,False,False,True,False,True,False
22,3,0,0,0,83,2023,28,87,13,5.0,6.0,2.4285714285714284,False,False,False,False,True,False,True,False
11,3,0,0,0,88,2023,29,88,13,0.0,4.0,2.7142857142857144,False,False,False,False,False,True,False,True
12,3,0,0,0,88,2023,29,88,13,2.0,5.0,6.714285714285714,False,False,False,False,False,True,False,True
13,3,0,0,0,88,2023,29,88,13,6.0,13.0,12.285714285714286,False,False,False,False,False,True,False,True
14,3,0,0,0,88,2023,29,88,13,8.0,8.0,10.285714285714286,False,False,False,False,False,True,False,True
15,3,0,0,0,88,2023,29,88,13,0.0,7.0,4.857142857142857,False,False,False,False,False,True,False,True
16,3,0,0,0,88,2023,29,88,13,0.0,5.0,4.428571428571429,False,False,False,False,False,True,False,True
17,3,0,0,0,88,2023,29,88,13,0.0,10.0,5.857142857142857,False,False,False,False,False,True,False,True
18,3,0,0,0,88,2023,29,88,13,7.0,6.0,10.428571428571429,False,False,False,False,False,True,False,True
19,3,0,0,0,88,2023,29,88,13,17.0,18.0,15.0,False,False,False,False,False,True,False,True
20,3,0,0,0,88,2023,29,88,13,2.0,12.0,10.714285714285714,False,False,False,False,False,True,False,True
21,3,0,0,0,88,2023,29,88,13,0.0,15.0,7.142857142857143,False,False,False,False,False,True,False,True
22,3,0,0,0,88,2023,29,88,13,0.0,0.0,2.4285714285714284,False,False,False,False,False,True,False,True
11,3,0,0,0,89,2023,30,89,13,7.0,3.0,2.857142857142857,False,False,False,True,False,False,False,True
12,3,0,0,0,89,2023,30,89,13,13.0,3.0,7.285714285714286,False,False,False,True,False,False,False,True
13,3,0,0,0,89,2023,30,89,13,15.0,13.0,11.714285714285714,False,False,False,True,False,False,False,True
14,3,0,0,0,89,2023,30,89,13,6.0,13.0,9.142857142857142,False,False,False,True,False,False,False,True
15,3,0,0,0,89,2023,30,89,13,5.0,2.0,6.0,False,False,False,True,False,False,False,True
16,3,0,0,0,89,2023,30,89,13,8.0,11.0,3.857142857142857,False,False,False,True,False,False,False,True
17,3,0,0,0,89,2023,30,89,13,4.0,0.0,6.571428571428571,False,False,False,True,False,False,False,True
18,3,0,0,0,89,2023,30,89,13,11.0,13.0,8.714285714285714,False,False,False,True,False,False,False,True
19,3,0,0,0,89,2023,30,89,13,11.0,19.0,13.285714285714286,False,False,False,True,False,False,False,True
20,3,0,0,0,89,2023,30,89,13,9.0,11.0,11.285714285714286,False,False,False,True,False,False,False,True
21,3,0,0,0,89,2023,30,89,13,7.0,6.0,6.285714285714286,False,False,False,True,False,False,False,True
22,3,0,0,0,89,2023,30,89,13,0.0,7.0,2.0,False,False,False,True,False,False,False,True
11,3,1,1,0,39,2023,31,90,13,4.0,1.0,4.428571428571429,False,False,False,False,False,False,False,True
12,3,1,1,0,39,2023,31,90,13,7.0,18.0,6.285714285714286,False,False,False,False,False,False,False,True
13,3,1,1,0,39,2023,31,90,13,9.0,15.0,12.714285714285714,False,False,False,False,False,False,False,True
14,3,1,1,0,39,2023,31,90,13,5.0,24.0,7.0,False,False,False,False,False,False,False,True
15,3,1,1,0,39,2023,31,90,13,10.0,6.0,5.857142857142857,False,False,False,False,False,False,False,True
16,3,1,1,0,39,2023,31,90,13,7.0,2.0,5.571428571428571,False,False,False,False,False,False,False,True
17,3,1,1,0,39,2023,31,90,13,5.0,8.0,7.0,False,False,False,False,False,False,False,True
18,3,1,1,0,39,2023,31,90,13,1.0,10.0,9.857142857142858,False,False,False,False,False,False,False,True
19,3,1,1,0,39,2023,31,90,13,7.0,22.0,14.0,False,False,False,False,False,False,False,True
20,3,1,1,0,39,2023,31,90,13,15.0,17.0,12.142857142857142,False,False,False,False,False,False,False,True
21,3,1,1,0,39,2023,31,90,13,0.0,16.0,6.0,False,False,False,False,False,False,False,True
22,3,1,1,0,39,2023,31,90,13,4.0,3.0,2.5714285714285716,False,False,False,False,False,False,False,True
11,4,1,0,0,82,2023,1,91,13,12.0,0.0,5.428571428571429,False,True,False,False,False,False,True,False
12,4,1,0,0,82,2023,1,91,13,11.0,3.0,7.0,False,True,False,False,False,False,True,False
13,4,1,0,0,82,2023,1,91,13,22.0,12.0,13.142857142857142,False,True,False,False,False,False,True,False
14,4,1,0,0,82,2023,1,91,13,9.0,12.0,6.857142857142857,False,True,False,False,False,False,True,False
15,4,1,0,0,82,2023,1,91,13,5.0,10.0,5.142857142857143,False,True,False,False,False,False,True,False
16,4,1,0,0,82,2023,1,91,13,14.0,2.0,5.571428571428571,False,True,False,False,False,False,True,False
17,4,1,0,0,82,2023,1,91,13,11.0,11.0,6.571428571428571,False,True,False,False,False,False,True,False
18,4,1,0,0,82,2023,1,91,13,18.0,10.0,10.571428571428571,False,True,False,False,False,False,True,False
19,4,1,0,0,82,2023,1,91,13,27.0,13.0,14.857142857142858,False,True,False,False,False,False,True,False
20,4,1,0,0,82,2023,1,91,13,23.0,16.0,13.0,False,True,False,False,False,False,True,False
21,4,1,0,0,82,2023,1,91,13,14.0,10.0,5.285714285714286,False,True,False,False,False,False,True,False
22,4,1,0,0,82,2023,1,91,13,7.0,0.0,2.857142857142857,False,True,False,False,False,False,True,False
11,4,0,0,0,55,2023,2,92,13,7.0,1.0,6.285714285714286,False,False,True,False,False,False,False,False
12,4,0,0,0,55,2023,2,92,13,8.0,0.0,7.857142857142857,False,False,True,False,False,False,False,False
13,4,0,0,0,55,2023,2,92,13,15.0,9.0,13.0,False,False,True,False,False,False,False,False
14,4,0,0,0,55,2023,2,92,13,11.0,9.0,6.142857142857143,False,False,True,False,False,False,False,False
15,4,0,0,0,55,2023,2,92,13,5.0,2.0,5.571428571428571,False,False,True,False,False,False,False,False
16,4,0,0,0,55,2023,2,92,13,2.0,8.0,4.428571428571429,False,False,True,False,False,False,False,False
17,4,0,0,0,55,2023,2,92,13,8.0,12.0,6.142857142857143,False,False,True,False,False,False,False,False
18,4,0,0,0,55,2023,2,92,13,15.0,15.0,9.571428571428571,False,False,True,False,False,False,False,False
19,4,0,0,0,55,2023,2,92,13,19.0,13.0,14.428571428571429,False,False,True,False,False,False,False,False
20,4,0,0,0,55,2023,2,92,13,22.0,2.0,14.714285714285714,False,False,True,False,False,False,False,False
21,4,0,0,0,55,2023,2,92,13,5.0,4.0,5.428571428571429,False,False,True,False,False,False,False,False
22,4,0,0,0,55,2023,2,92,13,2.0,2.0,3.4285714285714284,False,False,True,False,False,False,False,False
11,4,0,0,0,76,2023,3,93,14,7.0,7.0,5.285714285714286,True,False,False,False,False,False,False,True
12,4,0,0,0,76,2023,3,93,14,6.0,8.0,6.857142857142857,True,False,False,False,False,False,False,True
13,4,0,0,0,76,2023,3,93,14,8.0,16.0,11.571428571428571,True,False,False,False,False,False,False,True
14,4,0,0,0,76,2023,3,93,14,4.0,0.0,8.0,True,False,False,False,False,False,False,True
15,4,0,0,0,76,2023,3,93,14,5.0,9.0,4.285714285714286,True,False,False,False,False,False,False,True
16,4,0,0,0,76,2023,3,93,14,0.0,0.0,4.571428571428571,True,False,False,False,False,False,False,True
17,4,0,0,0,76,2023,3,93,14,9.0,6.0,5.285714285714286,True,False,False,False,False,False,False,True
18,4,0,0,0,76,2023,3,93,14,8.0,7.0,9.428571428571429,True,False,False,False,False,False,False,True
19,4,0,0,0,76,2023,3,93,14,10.0,10.0,14.714285714285714,True,False,False,False,False,False,False,True
20,4,0,0,0,76,2023,3,93,14,14.0,18.0,13.285714285714286,True,False,False,False,False,False,False,True
21,4,0,0,0,76,2023,3,93,14,5.0,7.0,6.0,True,False,False,False,False,False,False,True
22,4,0,0,0,76,2023,3,93,14,6.0,5.0,4.0,True,False,False,False,False,False,False,True
11,4,0,0,0,66,2023,4,94,14,0.0,0.0,7.571428571428571,False,False,False,False,True,False,False,True
12,4,0,0,0,66,2023,4,94,14,1.0,2.0,7.857142857142857,False,False,False,False,True,False,False,True
13,4,0,0,0,66,2023,4,94,14,6.0,6.0,11.285714285714286,False,False,False,False,True,False,False,True
14,4,0,0,0,66,2023,4,94,14,13.0,8.0,8.0,False,False,False,False,True,False,False,True
15,4,0,0,0,66,2023,4,94,14,0.0,0.0,4.285714285714286,False,False,False,False,True,False,False,True
16,4,0,0,0,66,2023,4,94,14,1.0,0.0,4.714285714285714,False,False,False,False,True,False,False,True
17,4,0,0,0,66,2023,4,94,14,0.0,0.0,7.0,False,False,False,False,True,False,False,True
18,4,0,0,0,66,2023,4,94,14,6.0,7.0,10.0,False,False,False,False,True,False,False,True
19,4,0,0,0,66,2023,4,94,14,12.0,17.0,14.142857142857142,False,False,False,False,True,False,False,True
20,4,0,0,0,66,2023,4,94,14,8.0,2.0,15.714285714285714,False,False,False,False,True,False,False,True
21,4,0,0,0,66,2023,4,94,14,11.0,0.0,6.857142857142857,False,False,False,False,True,False,False,True
22,4,0,0,0,66,2023,4,94,14,9.0,0.0,5.142857142857143,False,False,False,False,True,False,False,True
11,4,0,1,0,89,2023,5,95,14,16.0,7.0,7.857142857142857,False,False,False,False,False,True,False,True
12,4,0,1,0,89,2023,5,95,14,9.0,13.0,8.0,False,False,False,False,False,True,False,True
13,4,0,1,0,89,2023,5,95,14,4.0,15.0,11.428571428571429,False,False,False,False,False,True,False,True
14,4,0,1,0,89,2023,5,95,14,8.0,6.0,8.571428571428571,False,False,False,False,False,True,False,True
15,4,0,1,0,89,2023,5,95,14,0.0,5.0,3.857142857142857,False,False,False,False,False,True,False,True
16,4,0,1,0,89,2023,5,95,14,1.0,8.0,4.0,False,False,False,False,False,True,False,True
17,4,0,1,0,89,2023,5,95,14,12.0,4.0,6.714285714285714,False,False,False,False,False,True,False,True
18,4,0,1,0,89,2023,5,95,14,11.0,11.0,10.285714285714286,False,False,False,False,False,True,False,True
19,4,0,1,0,89,2023,5,95,14,13.0,11.0,14.714285714285714,False,False,False,False,False,True,False,True
20,4,0,1,0,89,2023,5,95,14,19.0,9.0,16.142857142857142,False,False,False,False,False,True,False,True
21,4,0,1,0,89,2023,5,95,14,6.0,7.0,7.428571428571429,False,False,False,False,False,True,False,True
22,4,0,1,0,89,2023,5,95,14,8.0,0.0,6.428571428571429,False,False,False,False,False,True,False,True
11,4,0,0,0,27,2023,6,96,14,9.0,4.0,7.857142857142857,False,False,False,True,False,False,True,False
12,4,0,0,0,27,2023,6,96,14,14.0,7.0,7.571428571428571,False,False,False,True,False,False,True,False
13,4,0,0,0,27,2023,6,96,14,16.0,9.0,11.428571428571429,False,False,False,True,False,False,True,False
14,4,0,0,0,27,2023,6,96,14,10.0,5.0,8.428571428571429,False,False,False,True,False,False,True,False
15,4,0,0,0,27,2023,6,96,14,2.0,10.0,2.857142857142857,False,False,False,True,False,False,True,False
16,4,0,0,0,27,2023,6,96,14,3.0,7.0,4.0,False,False,False,True,False,False,True,False
17,4,0,0,0,27,2023,6,96,14,2.0,5.0,6.142857142857143,False,False,False,True,False,False,True,False
18,4,0,0,0,27,2023,6,96,14,13.0,1.0,11.428571428571429,False,False,False,True,False,False,True,False
19,4,0,0,0,27,2023,6,96,14,15.0,7.0,15.428571428571429,False,False,False,True,False,False,True,False
20,4,0,0,0,27,2023,6,96,14,12.0,15.0,14.714285714285714,False,False,False,True,False,False,True,False
21,4,0,0,0,27,2023,6,96,14,11.0,0.0,7.571428571428571,False,False,False,True,False,False,True,False
22,4,0,0,0,27,2023,6,96,14,9.0,4.0,6.0,False,False,False,True,False,False,True,False
11,4,1,0,0,35,2023,7,97,14,4.0,12.0,7.142857142857143,False,False,False,False,False,False,False,True
12,4,1,0,0,35,2023,7,97,14,4.0,11.0,6.285714285714286,False,False,False,False,False,False,False,True
13,4,1,0,0,35,2023,7,97,14,9.0,22.0,10.428571428571429,False,False,False,False,False,False,False,True
14,4,1,0,0,35,2023,7,97,14,4.0,9.0,9.857142857142858,False,False,False,False,False,False,False,True
15,4,1,0,0,35,2023,7,97,14,3.0,5.0,3.7142857142857144,False,False,False,False,False,False,False,True
16,4,1,0,0,35,2023,7,97,14,7.0,14.0,2.857142857142857,False,False,False,False,False,False,False,True
17,4,1,0,0,35,2023,7,97,14,1.0,11.0,5.142857142857143,False,False,False,False,False,False,False,True
18,4,1,0,0,35,2023,7,97,14,9.0,18.0,11.0,False,False,False,False,False,False,False,True
19,4,1,0,0,35,2023,7,97,14,12.0,27.0,14.428571428571429,False,False,False,False,False,False,False,True
20,4,1,0,0,35,2023,7,97,14,5.0,23.0,13.571428571428571,False,False,False,False,False,False,False,True
21,4,1,0,0,35,2023,7,97,14,1.0,14.0,7.142857142857143,False,False,False,False,False,False,False,True
22,4,1,0,0,35,2023,7,97,14,1.0,7.0,6.428571428571429,False,False,False,False,False,False,False,True
11,4,1,0,0,31,2023,8,98,14,7.0,7.0,7.285714285714286,False,True,False,False,False,False,True,False
12,4,1,0,0,31,2023,8,98,14,2.0,8.0,5.857142857142857,False,True,False,False,False,False,True,False
13,4,1,0,0,31,2023,8,98,14,15.0,15.0,10.142857142857142,False,True,False,False,False,False,True,False
14,4,1,0,0,31,2023,8,98,14,19.0,11.0,9.857142857142858,False,True,False,False,False,False,True,False
15,4,1,0,0,31,2023,8,98,14,11.0,5.0,3.857142857142857,False,True,False,False,False,False,True,False
16,4,1,0,0,31,2023,8,98,14,6.0,2.0,3.4285714285714284,False,True,False,False,False,False,True,False
17,4,1,0,0,31,2023,8,98,14,4.0,8.0,4.857142857142857,False,True,False,False,False,False,True,False
18,4,1,0,0,31,2023,8,98,14,15.0,15.0,9.714285714285714,False,True,False,False,False,False,True,False
19,4,1,0,0,31,2023,8,98,14,20.0,19.0,13.428571428571429,False,True,False,False,False,False,True,False
20,4,1,0,0,31,2023,8,98,14,15.0,22.0,11.857142857142858,False,True,False,False,False,False,True,False
21,4,1,0,0,31,2023,8,98,14,11.0,5.0,7.428571428571429,False,True,False,False,False,False,True,False
22,4,1,0,0,31,2023,8,98,14,10.0,2.0,7.142857142857143,False,True,False,False,False,False,True,False
11,4,0,0,0,22,2023,9,99,14,8.0,7.0,7.571428571428571,False,False,True,False,False,False,False,False
12,4,0,0,0,22,2023,9,99,14,5.0,6.0,7.285714285714286,False,False,True,False,False,False,False,False
13,4,0,0,0,22,2023,9,99,14,13.0,8.0,9.714285714285714,False,False,True,False,False,False,False,False
14,4,0,0,0,22,2023,9,99,14,11.0,4.0,10.571428571428571,False,False,True,False,False,False,False,False
15,4,0,0,0,22,2023,9,99,14,6.0,5.0,4.571428571428571,False,False,True,False,False,False,False,False
16,4,0,0,0,22,2023,9,99,14,6.0,0.0,3.4285714285714284,False,False,True,False,False,False,False,False
17,4,0,0,0,22,2023,9,99,14,6.0,9.0,4.714285714285714,False,False,True,False,False,False,False,False
18,4,0,0,0,22,2023,9,99,14,6.0,8.0,10.0,False,False,True,False,False,False,False,False
19,4,0,0,0,22,2023,9,99,14,12.0,10.0,14.285714285714286,False,False,True,False,False,False,False,False
20,4,0,0,0,22,2023,9,99,14,10.0,14.0,11.142857142857142,False,False,True,False,False,False,False,False
21,4,0,0,0,22,2023,9,99,14,7.0,5.0,7.0,False,False,True,False,False,False,False,False
22,4,0,0,0,22,2023,9,99,14,7.0,6.0,6.285714285714286,False,False,True,False,False,False,False,False
11,4,0,0,0,36,2023,10,100,15,9.0,0.0,8.714285714285714,True,False,False,False,False,False,False,True
12,4,0,0,0,36,2023,10,100,15,16.0,1.0,7.857142857142857,True,False,False,False,False,False,False,True
13,4,0,0,0,36,2023,10,100,15,5.0,6.0,9.285714285714286,True,False,False,False,False,False,False,True
14,4,0,0,0,36,2023,10,100,15,9.0,13.0,10.285714285714286,True,False,False,False,False,False,False,True
15,4,0,0,0,36,2023,10,100,15,10.0,0.0,5.142857142857143,True,False,False,False,False,False,False,True
16,4,0,0,0,36,2023,10,100,15,0.0,1.0,3.857142857142857,True,False,False,False,False,False,False,True
17,4,0,0,0,36,2023,10,100,15,8.0,0.0,6.0,True,False,False,False,False,False,False,True
18,4,0,0,0,36,2023,10,100,15,10.0,6.0,9.571428571428571,True,False,False,False,False,False,False,True
19,4,0,0,0,36,2023,10,100,15,16.0,12.0,13.285714285714286,True,False,False,False,False,False,False,True
20,4,0,0,0,36,2023,10,100,15,9.0,8.0,12.428571428571429,True,False,False,False,False,False,False,True
21,4,0,0,0,36,2023,10,100,15,2.0,11.0,5.571428571428571,True,False,False,False,False,False,False,True
22,4,0,0,0,36,2023,10,100,15,0.0,9.0,5.0,True,False,False,False,False,False,False,True
11,4,0,1,0,90,2023,11,101,15,8.0,16.0,7.285714285714286,False,False,False,False,True,False,False,False
12,4,0,1,0,90,2023,11,101,15,5.0,9.0,7.714285714285714,False,False,False,False,True,False,False,False
13,4,0,1,0,90,2023,11,101,15,3.0,4.0,10.857142857142858,False,False,False,False,True,False,False,False
14,4,0,1,0,90,2023,11,101,15,11.0,8.0,9.571428571428571,False,False,False,False,True,False,False,False
15,4,0,1,0,90,2023,11,101,15,4.0,0.0,6.142857142857143,False,False,False,False,True,False,False,False
16,4,0,1,0,90,2023,11,101,15,4.0,1.0,4.857142857142857,False,False,False,False,True,False,False,False
17,4,0,1,0,90,2023,11,101,15,9.0,12.0,4.428571428571429,False,False,False,False,True,False,False,False
18,4,0,1,0,90,2023,11,101,15,3.0,11.0,10.0,False,False,False,False,True,False,False,False
19,4,0,1,0,90,2023,11,101,15,5.0,13.0,14.571428571428571,False,False,False,False,True,False,False,False
20,4,0,1,0,90,2023,11,101,15,17.0,19.0,11.285714285714286,False,False,False,False,True,False,False,False
21,4,0,1,0,90,2023,11,101,15,1.0,6.0,7.0,False,False,False,False,True,False,False,False
22,4,0,1,0,90,2023,11,101,15,0.0,8.0,4.571428571428571,False,False,False,False,True,False,False,False
11,4,0,0,0,49,2023,12,102,15,6.0,9.0,6.571428571428571,False,False,False,False,False,True,False,True
12,4,0,0,0,49,2023,12,102,15,8.0,14.0,6.571428571428571,False,False,False,False,False,True,False,True
13,4,0,0,0,49,2023,12,102,15,15.0,16.0,9.714285714285714,False,False,False,False,False,True,False,True
