Date,Hour,DayOfWeek,Month,Weekend,Weather,Holiday,Promotion,Reservations,WalkIns,Covers
2023-06-28,17,Wednesday,6,0,Sunny,0,0,31,4,0
2023-06-28,18,Wednesday,6,0,Sunny,0,0,31,7,10
2023-06-28,19,Wednesday,6,0,Sunny,0,0,31,10,15
2023-06-28,20,Wednesday,6,0,Sunny,0,0,31,9,9
2023-06-28,21,Wednesday,6,0,Sunny,0,0,31,5,0
2023-06-28,22,Wednesday,6,0,Sunny,0,0,31,1,3
2023-06-29,11,Thursday,6,0,Cloudy,0,0,79,0,1
2023-06-29,12,Thursday,6,0,Cloudy,0,0,79,2,12
2023-06-29,13,Thursday,6,0,Cloudy,0,0,79,4,10
2023-06-29,14,Thursday,6,0,Cloudy,0,0,79,1,12
2023-06-29,15,Thursday,6,0,Cloudy,0,0,79,0,1
2023-06-29,16,Thursday,6,0,Cloudy,0,0,79,0,2
2023-06-29,17,Thursday,6,0,Cloudy,0,0,79,0,7
2023-06-29,18,Thursday,6,0,Cloudy,0,0,79,3,8
2023-06-29,19,Thursday,6,0,Cloudy,0,0,79,7,16
2023-06-29,20,Thursday,6,0,Cloudy,0,0,79,5,2
2023-06-29,21,Thursday,6,0,Cloudy,0,0,79,1,16
2023-06-29,22,Thursday,6,0,Cloudy,0,0,79,0,6
2023-06-30,11,Friday,6,1,Cloudy,0,0,25,4,3
2023-06-30,12,Friday,6,1,Cloudy,0,0,25,11,8
2023-06-30,13,Friday,6,1,Cloudy,0,0,25,14,11
2023-06-30,14,Friday,6,1,Cloudy,0,0,25,9,8
2023-06-30,15,Friday,6,1,Cloudy,0,0,25,4,10
2023-06-30,16,Friday,6,1,Cloudy,0,0,25,3,8
2023-06-30,17,Friday,6,1,Cloudy,0,0,25,7,7
2023-06-30,18,Friday,6,1,Cloudy,0,0,25,12,18
2023-06-30,19,Friday,6,1,Cloudy,0,0,25,17,14
2023-06-30,20,Friday,6,1,Cloudy,0,0,25,15,12
2023-06-30,21,Friday,6,1,Cloudy,0,0,25,9,14
2023-06-30,22,Friday,6,1,Cloudy,0,0,25,2,6
2023-07-01,11,Saturday,7,1,Sunny,0,0,44,3,4
2023-07-01,12,Saturday,7,1,Sunny,0,0,44,10,9
2023-07-01,13,Saturday,7,1,Sunny,0,0,44,14,19
2023-07-01,14,Saturday,7,1,Sunny,0,0,44,9,8
2023-07-01,15,Saturday,7,1,Sunny,0,0,44,3,1
2023-07-01,16,Saturday,7,1,Sunny,0,0,44,3,6
2023-07-01,17,Saturday,7,1,Sunny,0,0,44,7,4
2023-07-01,18,Saturday,7,1,Sunny,0,0,44,12,7
2023-07-01,19,Saturday,7,1,Sunny,0,0,44,17,20
2023-07-01,20,Saturday,7,1,Sunny,0,0,44,15,11
2023-07-01,21,Saturday,7,1,Sunny,0,0,44,9,15
2023-07-01,22,Saturday,7,1,Sunny,0,0,44,2,0
2023-07-02,11,Sunday,7,0,Sunny,0,0,39,1,0
2023-07-02,12,Sunday,7,0,Sunny,0,0,39,6,12
2023-07-02,13,Sunday,7,0,Sunny,0,0,39,9,15
2023-07-02,14,Sunday,7,0,Sunny,0,0,39,5,11
2023-07-02,15,Sunday,7,0,Sunny,0,0,39,1,4
2023-07-02,16,Sunday,7,0,Sunny,0,0,39,1,0
2023-07-02,17,Sunday,7,0,Sunny,0,0,39,4,0
2023-07-02,18,Sunday,7,0,Sunny,0,0,39,7,10
2023-07-02,19,Sunday,7,0,Sunny,0,0,39,11,18
2023-07-02,20,Sunday,7,0,Sunny,0,0,39,10,16
2023-07-02,21,Sunday,7,0,Sunny,0,0,39,5,11
2023-07-02,22,Sunday,7,0,Sunny,0,0,39,0,2
2023-07-03,11,Monday,7,0,Rainy,0,0,63,0,0
2023-07-03,12,Monday,7,0,Rainy,0,0,63,0,8
2023-07-03,13,Monday,7,0,Rainy,0,0,63,2,5
2023-07-03,14,Monday,7,0,Rainy,0,0,63,0,2
2023-07-03,15,Monday,7,0,Rainy,0,0,63,0,0
2023-07-03,16,Monday,7,0,Rainy,0,0,63,0,3
2023-07-03,17,Monday,7,0,Rainy,0,0,63,0,5
2023-07-03,18,Monday,7,0,Rainy,0,0,63,1,4
2023-07-03,19,Monday,7,0,Rainy,0,0,63,3,5
2023-07-03,20,Monday,7,0,Rainy,0,0,63,2,14
2023-07-03,21,Monday,7,0,Rainy,0,0,63,0,0
2023-07-03,22,Monday,7,0,Rainy,0,0,63,0,3
2023-07-04,11,Tuesday,7,0,Rainy,0,1,42,1,0
2023-07-04,12,Tuesday,7,0,Rainy,0,1,42,5,8
2023-07-04,13,Tuesday,7,0,Rainy,0,1,42,7,8
2023-07-04,14,Tuesday,7,0,Rainy,0,1,42,4,8
2023-07-04,15,Tuesday,7,0,Rainy,0,1,42,1,5
2023-07-04,16,Tuesday,7,0,Rainy,0,1,42,0,7
2023-07-04,17,Tuesday,7,0,Rainy,0,1,42,3,6
2023-07-04,18,Tuesday,7,0,Rainy,0,1,42,6,20
2023-07-04,19,Tuesday,7,0,Rainy,0,1,42,9,13
2023-07-04,20,Tuesday,7,0,Rainy,0,1,42,8,18
2023-07-04,21,Tuesday,7,0,Rainy,0,1,42,4,0
2023-07-04,22,Tuesday,7,0,Rainy,0,1,42,0,8
2023-07-05,11,Wednesday,7,0,Sunny,0,0,76,0,6
2023-07-05,12,Wednesday,7,0,Sunny,0,0,76,2,9
2023-07-05,13,Wednesday,7,0,Sunny,0,0,76,4,11
2023-07-05,14,Wednesday,7,0,Sunny,0,0,76,1,4
2023-07-05,15,Wednesday,7,0,Sunny,0,0,76,0,0
2023-07-05,16,Wednesday,7,0,Sunny,0,0,76,0,7
2023-07-05,17,Wednesday,7,0,Sunny,0,0,76,0,4
2023-07-05,18,Wednesday,7,0,Sunny,0,0,76,3,5
2023-07-05,19,Wednesday,7,0,Sunny,0,0,76,6,14
2023-07-05,20,Wednesday,7,0,Sunny,0,0,76,5,9
2023-07-05,21,Wednesday,7,0,Sunny,0,0,76,1,11
2023-07-05,22,Wednesday,7,0,Sunny,0,0,76,0,5
2023-07-06,11,Thursday,7,0,Sunny,0,0,66,0,5
2023-07-06,12,Thursday,7,0,Sunny,0,0,66,3,7
2023-07-06,13,Thursday,7,0,Sunny,0,0,66,5,4
2023-07-06,14,Thursday,7,0,Sunny,0,0,66,2,9
2023-07-06,15,Thursday,7,0,Sunny,0,0,66,0,2
2023-07-06,16,Thursday,7,0,Sunny,0,0,66,0,1
2023-07-06,17,Thursday,7,0,Sunny,0,0,66,1,5
2023-07-06,18,Thursday,7,0,Sunny,0,0,66,4,8
2023-07-06,19,Thursday,7,0,Sunny,0,0,66,7,10
2023-07-06,20,Thursday,7,0,Sunny,0,0,66,6,5
2023-07-06,21,Thursday,7,0,Sunny,0,0,66,2,6
2023-07-06,22,Thursday,7,0,Sunny,0,0,66,0,5
2023-07-07,11,Friday,7,1,Sunny,0,0,72,0,0
2023-07-07,12,Friday,7,1,Sunny,0,0,72,7,15
2023-07-07,13,Friday,7,1,Sunny,0,0,72,11,14
2023-07-07,14,Friday,7,1,Sunny,0,0,72,6,11
2023-07-07,15,Friday,7,1,Sunny,0,0,72,0,10
2023-07-07,16,Friday,7,1,Sunny,0,0,72,0,1
2023-07-07,17,Friday,7,1,Sunny,0,0,72,4,10
2023-07-07,18,Friday,7,1,Sunny,0,0,72,9,14
2023-07-07,19,Friday,7,1,Sunny,0,0,72,14,22
2023-07-07,20,Friday,7,1,Sunny,0,0,72,12,21
2023-07-07,21,Friday,7,1,Sunny,0,0,72,6,13
2023-07-07,22,Friday,7,1,Sunny,0,0,72,0,3
2023-07-08,11,Saturday,7,1,Cloudy,0,0,26,5,3
2023-07-08,12,Saturday,7,1,Cloudy,0,0,26,12,10
2023-07-08,13,Saturday,7,1,Cloudy,0,0,26,16,19
2023-07-08,14,Saturday,7,1,Cloudy,0,0,26,10,11
2023-07-08,15,Saturday,7,1,Cloudy,0,0,26,5,7
2023-07-08,16,Saturday,7,1,Cloudy,0,0,26,4,2
2023-07-08,17,Saturday,7,1,Cloudy,0,0,26,8,9
2023-07-08,18,Saturday,7,1,Cloudy,0,0,26,14,12
2023-07-08,19,Saturday,7,1,Cloudy,0,0,26,19,24
2023-07-08,20,Saturday,7,1,Cloudy,0,0,26,17,23
2023-07-08,21,Saturday,7,1,Cloudy,0,0,26,10,4
2023-07-08,22,Saturday,7,1,Cloudy,0,0,26,3,1
2023-07-09,11,Sunday,7,0,Cloudy,0,0,28,2,4
2023-07-09,12,Sunday,7,0,Cloudy,0,0,28,7,6
2023-07-09,13,Sunday,7,0,Cloudy,0,0,28,9,17
2023-07-09,14,Sunday,7,0,Cloudy,0,0,28,5,7
2023-07-09,15,Sunday,7,0,Cloudy,0,0,28,2,7
2023-07-09,16,Sunday,7,0,Cloudy,0,0,28,1,11
2023-07-09,17,Sunday,7,0,Cloudy,0,0,28,4,2
2023-07-09,18,Sunday,7,0,Cloudy,0,0,28,8,11
2023-07-09,19,Sunday,7,0,Cloudy,0,0,28,11,8
2023-07-09,20,Sunday,7,0,Cloudy,0,0,28,10,13
2023-07-09,21,Sunday,7,0,Cloudy,0,0,28,5,14
2023-07-09,22,Sunday,7,0,Cloudy,0,0,28,1,0
2023-07-10,11,Monday,7,0,Sunny,0,0,69,0,9
2023-07-10,12,Monday,7,0,Sunny,0,0,69,4,13
2023-07-10,13,Monday,7,0,Sunny,0,0,69,7,16
2023-07-10,14,Monday,7,0,Sunny,0,0,69,3,12
2023-07-10,15,Monday,7,0,Sunny,0,0,69,0,0
2023-07-10,16,Monday,7,0,Sunny,0,0,69,0,7
2023-07-10,17,Monday,7,0,Sunny,0,0,69,2,9
2023-07-10,18,Monday,7,0,Sunny,0,0,69,6,4
2023-07-10,19,Monday,7,0,Sunny,0,0,69,9,13
2023-07-10,20,Monday,7,0,Sunny,0,0,69,8,14
2023-07-10,21,Monday,7,0,Sunny,0,0,69,3,14
2023-07-10,22,Monday,7,0,Sunny,0,0,69,0,5
2023-07-11,11,Tuesday,7,0,Sunny,0,0,39,1,3
2023-07-11,12,Tuesday,7,0,Sunny,0,0,39,6,8
2023-07-11,13,Tuesday,7,0,Sunny,0,0,39,8,4
2023-07-11,14,Tuesday,7,0,Sunny,0,0,39,5,10
2023-07-11,15,Tuesday,7,0,Sunny,0,0,39,1,6
2023-07-11,16,Tuesday,7,0,Sunny,0,0,39,1,3
2023-07-11,17,Tuesday,7,0,Sunny,0,0,39,3,10
2023-07-11,18,Tuesday,7,0,Sunny,0,0,39,7,8
2023-07-11,19,Tuesday,7,0,Sunny,0,0,39,10,15
2023-07-11,20,Tuesday,7,0,Sunny,0,0,39,9,7
2023-07-11,21,Tuesday,7,0,Sunny,0,0,39,5,7
2023-07-11,22,Tuesday,7,0,Sunny,0,0,39,0,2
2023-07-12,11,Wednesday,7,0,Sunny,0,0,38,1,5
2023-07-12,12,Wednesday,7,0,Sunny,0,0,38,5,9
2023-07-12,13,Wednesday,7,0,Sunny,0,0,38,7,10
2023-07-12,14,Wednesday,7,0,Sunny,0,0,38,4,12
2023-07-12,15,Wednesday,7,0,Sunny,0,0,38,1,5
2023-07-12,16,Wednesday,7,0,Sunny,0,0,38,0,0
2023-07-12,17,Wednesday,7,0,Sunny,0,0,38,3,10
2023-07-12,18,Wednesday,7,0,Sunny,0,0,38,6,13
2023-07-12,19,Wednesday,7,0,Sunny,0,0,38,9,14
2023-07-12,20,Wednesday,7,0,Sunny,0,0,38,8,6
2023-07-12,21,Wednesday,7,0,Sunny,0,0,38,4,3
2023-07-12,22,Wednesday,7,0,Sunny,0,0,38,0,0
2023-07-13,11,Thursday,7,0,Rainy,0,0,70,0,0
2023-07-13,12,Thursday,7,0,Rainy,0,0,70,0,5
2023-07-13,13,Thursday,7,0,Rainy,0,0,70,1,7
2023-07-13,14,Thursday,7,0,Rainy,0,0,70,0,5
2023-07-13,15,Thursday,7,0,Rainy,0,0,70,0,2
2023-07-13,16,Thursday,7,0,Rainy,0,0,70,0,4
2023-07-13,17,Thursday,7,0,Rainy,0,0,70,0,4
2023-07-13,18,Thursday,7,0,Rainy,0,0,70,0,0
2023-07-13,19,Thursday,7,0,Rainy,0,0,70,2,10
2023-07-13,20,Thursday,7,0,Rainy,0,0,70,1,9
2023-07-13,21,Thursday,7,0,Rainy,0,0,70,0,0
2023-07-13,22,Thursday,7,0,Rainy,0,0,70,0,1
2023-07-14,11,Friday,7,1,Sunny,0,0,30,4,0
2023-07-14,12,Friday,7,1,Sunny,0,0,30,11,11
2023-07-14,13,Friday,7,1,Sunny,0,0,30,14,13
2023-07-14,14,Friday,7,1,Sunny,0,0,30,9,15
2023-07-14,15,Friday,7,1,Sunny,0,0,30,4,4
2023-07-14,16,Friday,7,1,Sunny,0,0,30,3,10
2023-07-14,17,Friday,7,1,Sunny,0,0,30,8,11
2023-07-14,18,Friday,7,1,Sunny,0,0,30,13,18
2023-07-14,19,Friday,7,1,Sunny,0,0,30,18,19
2023-07-14,20,Friday,7,1,Sunny,0,0,30,16,23
2023-07-14,21,Friday,7,1,Sunny,0,0,30,9,6
2023-07-14,22,Friday,7,1,Sunny,0,0,30,3,5
2023-07-15,11,Saturday,7,1,Sunny,0,0,62,1,4
2023-07-15,12,Saturday,7,1,Sunny,0,0,62,8,5
2023-07-15,13,Saturday,7,1,Sunny,0,0,62,12,14
2023-07-15,14,Saturday,7,1,Sunny,0,0,62,7,12
2023-07-15,15,Saturday,7,1,Sunny,0,0,62,1,9
2023-07-15,16,Saturday,7,1,Sunny,0,0,62,1,5
2023-07-15,17,Saturday,7,1,Sunny,0,0,62,5,11
2023-07-15,18,Saturday,7,1,Sunny,0,0,62,10,13
2023-07-15,19,Saturday,7,1,Sunny,0,0,62,15,26
2023-07-15,20,Saturday,7,1,Sunny,0,0,62,14,14
2023-07-15,21,Saturday,7,1,Sunny,0,0,62,7,9
2023-07-15,22,Saturday,7,1,Sunny,0,0,62,0,3
2023-07-16,11,Sunday,7,0,Rainy,0,0,87,0,8
2023-07-16,12,Sunday,7,0,Rainy,0,0,87,0,6
2023-07-16,13,Sunday,7,0,Rainy,0,0,87,1,11
2023-07-16,14,Sunday,7,0,Rainy,0,0,87,0,7
2023-07-16,15,Sunday,7,0,Rainy,0,0,87,0,8
2023-07-16,16,Sunday,7,0,Rainy,0,0,87,0,1
2023-07-16,17,Sunday,7,0,Rainy,0,0,87,0,11
2023-07-16,18,Sunday,7,0,Rainy,0,0,87,0,0
2023-07-16,19,Sunday,7,0,Rainy,0,0,87,2,12
2023-07-16,20,Sunday,7,0,Rainy,0,0,87,1,4
2023-07-16,21,Sunday,7,0,Rainy,0,0,87,0,3
2023-07-16,22,Sunday,7,0,Rainy,0,0,87,0,4
2023-07-17,11,Monday,7,0,Sunny,1,0,85,0,0
2023-07-17,12,Monday,7,0,Sunny,1,0,85,4,5
2023-07-17,13,Monday,7,0,Sunny,1,0,85,7,16
2023-07-17,14,Monday,7,0,Sunny,1,0,85,3,10
2023-07-17,15,Monday,7,0,Sunny,1,0,85,0,9
2023-07-17,16,Monday,7,0,Sunny,1,0,85,0,0
2023-07-17,17,Monday,7,0,Sunny,1,0,85,1,2
2023-07-17,18,Monday,7,0,Sunny,1,0,85,6,13
2023-07-17,19,Monday,7,0,Sunny,1,0,85,10,18
2023-07-17,20,Monday,7,0,Sunny,1,0,85,9,19
2023-07-17,21,Monday,7,0,Sunny,1,0,85,3,10
2023-07-17,22,Monday,7,0,Sunny,1,0,85,0,4
2023-07-18,11,Tuesday,7,0,Sunny,0,0,43,1,3
2023-07-18,12,Tuesday,7,0,Sunny,0,0,43,5,7
2023-07-18,13,Tuesday,7,0,Sunny,0,0,43,7,8
2023-07-18,14,Tuesday,7,0,Sunny,0,0,43,4,0
2023-07-18,15,Tuesday,7,0,Sunny,0,0,43,1,10
2023-07-18,16,Tuesday,7,0,Sunny,0,0,43,0,0
2023-07-18,17,Tuesday,7,0,Sunny,0,0,43,3,5
2023-07-18,18,Tuesday,7,0,Sunny,0,0,43,6,0
2023-07-18,19,Tuesday,7,0,Sunny,0,0,43,9,18
2023-07-18,20,Tuesday,7,0,Sunny,0,0,43,8,9
2023-07-18,21,Tuesday,7,0,Sunny,0,0,43,4,7
2023-07-18,22,Tuesday,7,0,Sunny,0,0,43,0,7
2023-07-19,11,Wednesday,7,0,Rainy,0,0,82,0,0
2023-07-19,12,Wednesday,7,0,Rainy,0,0,82,0,6
2023-07-19,13,Wednesday,7,0,Rainy,0,0,82,1,4
2023-07-19,14,Wednesday,7,0,Rainy,0,0,82,0,0
2023-07-19,15,Wednesday,7,0,Rainy,0,0,82,0,2
2023-07-19,16,Wednesday,7,0,Rainy,0,0,82,0,0
2023-07-19,17,Wednesday,7,0,Rainy,0,0,82,0,13
2023-07-19,18,Wednesday,7,0,Rainy,0,0,82,0,7
2023-07-19,19,Wednesday,7,0,Rainy,0,0,82,3,3
2023-07-19,20,Wednesday,7,0,Rainy,0,0,82,2,5
2023-07-19,21,Wednesday,7,0,Rainy,0,0,82,0,9
2023-07-19,22,Wednesday,7,0,Rainy,0,0,82,0,10
2023-07-20,11,Thursday,7,0,Sunny,0,0,39,1,6
2023-07-20,12,Thursday,7,0,Sunny,0,0,39,6,10
2023-07-20,13,Thursday,7,0,Sunny,0,0,39,8,7
2023-07-20,14,Thursday,7,0,Sunny,0,0,39,5,14
2023-07-20,15,Thursday,7,0,Sunny,0,0,39,1,0
2023-07-20,16,Thursday,7,0,Sunny,0,0,39,1,6
2023-07-20,17,Thursday,7,0,Sunny,0,0,39,4,9
2023-07-20,18,Thursday,7,0,Sunny,0,0,39,7,2
2023-07-20,19,Thursday,7,0,Sunny,0,0,39,11,12
2023-07-20,20,Thursday,7,0,Sunny,0,0,39,9,12
2023-07-20,21,Thursday,7,0,Sunny,0,0,39,5,8
2023-07-20,22,Thursday,7,0,Sunny,0,0,39,0,4
2023-07-21,11,Friday,7,1,Sunny,0,0,32,5,5
2023-07-21,12,Friday,7,1,Sunny,0,0,32,12,10
2023-07-21,13,Friday,7,1,Sunny,0,0,32,16,19
2023-07-21,14,Friday,7,1,Sunny,0,0,32,10,8
2023-07-21,15,Friday,7,1,Sunny,0,0,32,5,5
2023-07-21,16,Friday,7,1,Sunny,0,0,32,4,0
2023-07-21,17,Friday,7,1,Sunny,0,0,32,8,9
2023-07-21,18,Friday,7,1,Sunny,0,0,32,14,16
2023-07-21,19,Friday,7,1,Sunny,0,0,32,19,10
2023-07-21,20,Friday,7,1,Sunny,0,0,32,17,20
2023-07-21,21,Friday,7,1,Sunny,0,0,32,10,11
2023-07-21,22,Friday,7,1,Sunny,0,0,32,3,1
2023-07-22,11,Saturday,7,1,Sunny,0,0,87,0,4
2023-07-22,12,Saturday,7,1,Sunny,0,0,87,6,14
2023-07-22,13,Saturday,7,1,Sunny,0,0,87,10,19
2023-07-22,14,Saturday,7,1,Sunny,0,0,87,5,13
2023-07-22,15,Saturday,7,1,Sunny,0,0,87,0,9
2023-07-22,16,Saturday,7,1,Sunny,0,0,87,0,10
2023-07-22,17,Saturday,7,1,Sunny,0,0,87,3,9
2023-07-22,18,Saturday,7,1,Sunny,0,0,87,8,21
2023-07-22,19,Saturday,7,1,Sunny,0,0,87,13,18
2023-07-22,20,Saturday,7,1,Sunny,0,0,87,12,20
2023-07-22,21,Saturday,7,1,Sunny,0,0,87,5,10
2023-07-22,22,Saturday,7,1,Sunny,0,0,87,0,2
2023-07-23,11,Sunday,7,0,Sunny,0,0,36,1,0
2023-07-23,12,Sunday,7,0,Sunny,0,0,36,5,7
2023-07-23,13,Sunday,7,0,Sunny,0,0,36,7,6
2023-07-23,14,Sunday,7,0,Sunny,0,0,36,4,6
2023-07-23,15,Sunday,7,0,Sunny,0,0,36,1,8
2023-07-23,16,Sunday,7,0,Sunny,0,0,36,0,1
2023-07-23,17,Sunday,7,0,Sunny,0,0,36,3,5
2023-07-23,18,Sunday,7,0,Sunny,0,0,36,6,9
2023-07-23,19,Sunday,7,0,Sunny,0,0,36,9,15
2023-07-23,20,Sunday,7,0,Sunny,0,0,36,8,2
2023-07-23,21,Sunday,7,0,Sunny,0,0,36,4,4
2023-07-23,22,Sunday,7,0,Sunny,0,0,36,0,3
2023-07-24,11,Monday,7,0,Cloudy,0,0,43,1,5
2023-07-24,12,Monday,7,0,Cloudy,0,0,43,5,8
2023-07-24,13,Monday,7,0,Cloudy,0,0,43,7,9
2023-07-24,14,Monday,7,0,Cloudy,0,0,43,4,4
2023-07-24,15,Monday,7,0,Cloudy,0,0,43,1,4
2023-07-24,16,Monday,7,0,Cloudy,0,0,43,0,1
2023-07-24,17,Monday,7,0,Cloudy,0,0,43,3,12
2023-07-24,18,Monday,7,0,Cloudy,0,0,43,6,12
2023-07-24,19,Monday,7,0,Cloudy,0,0,43,9,6
2023-07-24,20,Monday,7,0,Cloudy,0,0,43,8,5
2023-07-24,21,Monday,7,0,Cloudy,0,0,43,4,6
2023-07-24,22,Monday,7,0,Cloudy,0,0,43,0,1
2023-07-25,11,Tuesday,7,0,Rainy,0,0,41,0,4
2023-07-25,12,Tuesday,7,0,Rainy,0,0,41,3,7
2023-07-25,13,Tuesday,7,0,Rainy,0,0,41,4,12
2023-07-25,14,Tuesday,7,0,Rainy,0,0,41,2,0
2023-07-25,15,Tuesday,7,0,Rainy,0,0,41,0,3
2023-07-25,16,Tuesday,7,0,Rainy,0,0,41,0,0
2023-07-25,17,Tuesday,7,0,Rainy,0,0,41,1,9
2023-07-25,18,Tuesday,7,0,Rainy,0,0,41,3,0
2023-07-25,19,Tuesday,7,0,Rainy,0,0,41,6,0
2023-07-25,20,Tuesday,7,0,Rainy,0,0,41,5,9
2023-07-25,21,Tuesday,7,0,Rainy,0,0,41,2,9
2023-07-25,22,Tuesday,7,0,Rainy,0,0,41,0,5
2023-07-26,11,Wednesday,7,0,Cloudy,0,1,66,0,9
2023-07-26,12,Wednesday,7,0,Cloudy,0,1,66,5,16
2023-07-26,13,Wednesday,7,0,Cloudy,0,1,66,7,9
2023-07-26,14,Wednesday,7,0,Cloudy,0,1,66,3,10
2023-07-26,15,Wednesday,7,0,Cloudy,0,1,66,0,5
2023-07-26,16,Wednesday,7,0,Cloudy,0,1,66,0,3
2023-07-26,17,Wednesday,7,0,Cloudy,0,1,66,2,8
2023-07-26,18,Wednesday,7,0,Cloudy,0,1,66,6,11
2023-07-26,19,Wednesday,7,0,Cloudy,0,1,66,10,17
2023-07-26,20,Wednesday,7,0,Cloudy,0,1,66,9,19
2023-07-26,21,Wednesday,7,0,Cloudy,0,1,66,3,11
2023-07-26,22,Wednesday,7,0,Cloudy,0,1,66,0,4
2023-07-27,11,Thursday,7,0,Cloudy,1,0,76,0,11
2023-07-27,12,Thursday,7,0,Cloudy,1,0,76,5,12
2023-07-27,13,Thursday,7,0,Cloudy,1,0,76,8,11
2023-07-27,14,Thursday,7,0,Cloudy,1,0,76,4,3
2023-07-27,15,Thursday,7,0,Cloudy,1,0,76,0,1
2023-07-27,16,Thursday,7,0,Cloudy,1,0,76,0,11
2023-07-27,17,Thursday,7,0,Cloudy,1,0,76,2,2
2023-07-27,18,Thursday,7,0,Cloudy,1,0,76,7,14
2023-07-27,19,Thursday,7,0,Cloudy,1,0,76,11,21
2023-07-27,20,Thursday,7,0,Cloudy,1,0,76,10,17
2023-07-27,21,Thursday,7,0,Cloudy,1,0,76,4,11
2023-07-27,22,Thursday,7,0,Cloudy,1,0,76,0,6
2023-07-28,11,Friday,7,1,Cloudy,0,0,77,0,2
2023-07-28,12,Friday,7,1,Cloudy,0,0,77,7,19
2023-07-28,13,Friday,7,1,Cloudy,0,0,77,10,18
2023-07-28,14,Friday,7,1,Cloudy,0,0,77,5,15
2023-07-28,15,Friday,7,1,Cloudy,0,0,77,0,3
2023-07-28,16,Friday,7,1,Cloudy,0,0,77,0,8
2023-07-28,17,Friday,7,1,Cloudy,0,0,77,4,5
2023-07-28,18,Friday,7,1,Cloudy,0,0,77,9,18
2023-07-28,19,Friday,7,1,Cloudy,0,0,77,14,20
2023-07-28,20,Friday,7,1,Cloudy,0,0,77,12,20
2023-07-28,21,Friday,7,1,Cloudy,0,0,77,5,6
2023-07-28,22,Friday,7,1,Cloudy,0,0,77,0,1
2023-07-29,11,Saturday,7,1,Sunny,0,0,80,1,2
2023-07-29,12,Saturday,7,1,Sunny,0,0,80,8,16
2023-07-29,13,Saturday,7,1,Sunny,0,0,80,12,11
2023-07-29,14,Saturday,7,1,Sunny,0,0,80,6,14
2023-07-29,15,Saturday,7,1,Sunny,0,0,80,1,11
2023-07-29,16,Saturday,7,1,Sunny,0,0,80,0,8
2023-07-29,17,Saturday,7,1,Sunny,0,0,80,4,12
2023-07-29,18,Saturday,7,1,Sunny,0,0,80,10,19
2023-07-29,19,Saturday,7,1,Sunny,0,0,80,15,17
2023-07-29,20,Saturday,7,1,Sunny,0,0,80,13,24
2023-07-29,21,Saturday,7,1,Sunny,0,0,80,6,10
2023-07-29,22,Saturday,7,1,Sunny,0,0,80,0,4
2023-07-30,11,Sunday,7,0,Rainy,0,0,76,0,5
2023-07-30,12,Sunday,7,0,Rainy,0,0,76,0,4
2023-07-30,13,Sunday,7,0,Rainy,0,0,76,0,7
2023-07-30,14,Sunday,7,0,Rainy,0,0,76,0,8
2023-07-30,15,Sunday,7,0,Rainy,0,0,76,0,3
2023-07-30,16,Sunday,7,0,Rainy,0,0,76,0,3
2023-07-30,17,Sunday,7,0,Rainy,0,0,76,0,0
2023-07-30,18,Sunday,7,0,Rainy,0,0,76,0,4
2023-07-30,19,Sunday,7,0,Rainy,0,0,76,2,14
2023-07-30,20,Sunday,7,0,Rainy,0,0,76,1,7
2023-07-30,21,Sunday,7,0,Rainy,0,0,76,0,11
2023-07-30,22,Sunday,7,0,Rainy,0,0,76,0,0
2023-07-31,11,Monday,7,0,Sunny,0,0,68,0,2
2023-07-31,12,Monday,7,0,Sunny,0,0,68,4,11
2023-07-31,13,Monday,7,0,Sunny,0,0,68,7,9
2023-07-31,14,Monday,7,0,Sunny,0,0,68,3,8
2023-07-31,15,Monday,7,0,Sunny,0,0,68,0,8
2023-07-31,16,Monday,7,0,Sunny,0,0,68,0,0
2023-07-31,17,Monday,7,0,Sunny,0,0,68,2,8
2023-07-31,18,Monday,7,0,Sunny,0,0,68,5,11
2023-07-31,19,Monday,7,0,Sunny,0,0,68,9,13
2023-07-31,20,Monday,7,0,Sunny,0,0,68,8,10
2023-07-31,21,Monday,7,0,Sunny,0,0,68,3,12
2023-07-31,22,Monday,7,0,Sunny,0,0,68,0,0
2023-08-01,11,Tuesday,8,0,Sunny,0,0,40,1,0
2023-08-01,12,Tuesday,8,0,Sunny,0,0,40,6,13
2023-08-01,13,Tuesday,8,0,Sunny,0,0,40,8,11
2023-08-01,14,Tuesday,8,0,Sunny,0,0,40,4,2
2023-08-01,15,Tuesday,8,0,Sunny,0,0,40,1,0
2023-08-01,16,Tuesday,8,0,Sunny,0,0,40,0,0
2023-08-01,17,Tuesday,8,0,Sunny,0,0,40,3,3
2023-08-01,18,Tuesday,8,0,Sunny,0,0,40,7,9
2023-08-01,19,Tuesday,8,0,Sunny,0,0,40,10,18
2023-08-01,20,Tuesday,8,0,Sunny,0,0,40,9,15
2023-08-01,21,Tuesday,8,0,Sunny,0,0,40,4,3
2023-08-01,22,Tuesday,8,0,Sunny,0,0,40,0,4
2023-08-02,11,Wednesday,8,0,Rainy,0,0,37,0,7
2023-08-02,12,Wednesday,8,0,Rainy,0,0,37,3,6
2023-08-02,13,Wednesday,8,0,Rainy,0,0,37,5,2
2023-08-02,14,Wednesday,8,0,Rainy,0,0,37,3,0
2023-08-02,15,Wednesday,8,0,Rainy,0,0,37,0,9
